"
                                Bhumi Pednekar On Playing A 'Character Double Her Actual Age' In Saand Ki Aankh",https://www.ndtv.com/entertainment/bhumi-pednekar-on-playing-a-character-double-her-actual-age-in-saand-ki-aankh-2032655
Akshay on holding a Canadian passport,https://www.indiatoday.in/entertainment/hindi/bollywood/news/akshay-kumar-i-have-never-hidden-or-denied-that-i-hold-a-canadian-passport/articleshow/69162122.cms
Sara Ali Khan wins Instagrammer of the year,https://www.indiatoday.in/entertainment/hindi/bollywood/news/sara-ali-khan-wins-instagrammer-of-the-year-2019-shares-instamoment-with-fans/articleshow/69163917.cms
